Date,Open,High,Low,Close,Adj Close,Volume
2019-01-08,189.899994,192.490005,188.500000,192.279999,192.011856,5069700
2019-01-09,194.300003,196.550003,193.279999,195.770004,195.496994,5471500
2019-01-10,193.029999,197.240005,191.320007,196.949997,196.675339,3693600
2019-01-11,196.070007,196.699997,194.710007,195.899994,195.626801,2500100
2019-01-14,194.380005,197.000000,194.000000,195.429993,195.157455,3336500
2019-01-15,195.220001,197.350006,193.100006,196.520004,196.245941,3783000
2019-01-16,197.509995,198.410004,196.500000,197.770004,197.494202,3546300
2019-01-17,197.449997,200.399994,197.100006,199.309998,199.032043,2764100
2019-01-18,201.179993,202.529999,200.020004,202.000000,201.718292,4866600
2019-01-22,199.789993,201.000000,197.649994,199.460007,199.181839,4457700
2019-01-23,201.050003,201.059998,196.600006,198.350006,198.073395,3086100
2019-01-24,198.419998,200.199997,197.929993,199.789993,199.511368,2792000
2019-01-25,202.190002,203.889999,199.789993,202.940002,202.656982,4677500
2019-01-28,200.740005,200.979996,198.059998,200.160004,199.880859,3277200
2019-01-29,200.190002,200.669998,197.660004,199.240005,198.962158,3661900
2019-01-30,200.419998,204.830002,199.899994,204.020004,203.735489,4079500
2019-01-31,209.800003,212.970001,208.000000,211.130005,210.835571,11316200
2019-02-01,211.990005,214.639999,211.199997,213.770004,213.471893,6470100
2019-02-04,214.350006,214.949997,213.199997,214.910004,214.610291,4397500
2019-02-05,215.000000,216.699997,214.949997,215.860001,215.558975,3091500
2019-02-06,215.250000,215.899994,213.679993,215.300003,214.999756,2698000
2019-02-07,213.460007,214.449997,211.600006,213.970001,213.671600,2742900
2019-02-08,212.000000,216.630005,212.000000,216.580002,216.277969,3248400
2019-02-11,216.990005,218.649994,216.339996,217.100006,216.797241,2974400
2019-02-12,218.559998,219.490005,217.639999,218.910004,218.604721,3411400
2019-02-13,219.789993,221.279999,219.440002,220.539993,220.232437,2996600
2019-02-14,219.509995,220.979996,218.619995,219.809998,219.503464,2875600
2019-02-15,222.190002,222.350006,220.479996,222.110001,221.800247,2758500
2019-02-19,221.429993,221.960007,220.360001,220.589996,220.282364,2836700
2019-02-20,221.220001,221.830002,219.399994,221.110001,220.801651,3103600
2019-02-21,220.210007,221.029999,218.619995,219.309998,219.004150,3528800
2019-02-22,220.000000,223.630005,219.699997,223.320007,223.008575,3295300
2019-02-25,225.000000,225.399994,223.000000,223.320007,223.008575,3359200
2019-02-26,222.160004,225.179993,222.050003,224.000000,223.687622,2852300
2019-02-27,223.039993,224.610001,221.740005,224.570007,224.256836,2119500
2019-02-28,224.089996,225.600006,223.660004,224.770004,224.456543,3240400
2019-03-01,226.880005,228.149994,225.360001,227.250000,226.933090,3001400
2019-03-04,227.309998,228.500000,223.669998,226.289993,225.974411,2977700
2019-03-05,226.229996,226.919998,225.289993,226.220001,225.904526,2779100
2019-03-06,225.850006,226.509995,223.949997,224.470001,224.156967,2849300
2019-03-07,223.619995,224.440002,220.740005,222.410004,222.099838,3879600
2019-03-08,218.380005,222.190002,215.929993,221.869995,221.560577,2691800
2019-03-11,222.940002,226.130005,222.839996,225.639999,225.325333,2670100
2019-03-12,226.589996,228.199997,226.220001,226.940002,226.623520,2478700
2019-03-13,228.369995,231.330002,227.800003,228.500000,228.181335,2690400
2019-03-14,228.699997,230.210007,227.410004,229.509995,229.189926,2838700
2019-03-15,228.820007,232.759995,228.809998,231.169998,230.847610,3894200
2019-03-18,232.289993,232.500000,229.110001,230.389999,230.068710,2734100
2019-03-19,231.539993,232.100006,230.330002,231.009995,230.687836,3212000
2019-03-20,229.729996,231.940002,227.839996,229.889999,229.569397,3747400
2019-03-21,228.199997,237.080002,228.179993,235.869995,235.541061,4441100
2019-03-22,234.839996,236.000000,230.679993,230.759995,230.438187,3709400
2019-03-25,230.389999,231.940002,228.550003,230.419998,230.098663,3506500
2019-03-26,232.960007,233.630005,231.449997,233.289993,232.964661,3046900
2019-03-27,233.919998,234.199997,229.649994,232.520004,232.195740,2640700
2019-03-28,233.419998,235.330002,232.369995,234.860001,234.532471,2712100
2019-03-29,236.490005,236.639999,233.970001,235.449997,235.121643,3453900
2019-04-01,238.300003,239.750000,236.940002,239.050003,238.716629,3475900
2019-04-02,239.229996,239.869995,238.070007,239.259995,238.926331,3386400
2019-04-03,240.279999,240.929993,237.820007,238.929993,238.596786,2912500
2019-04-04,238.699997,238.770004,233.759995,236.059998,235.730789,3096300
2019-04-05,237.210007,237.960007,236.110001,236.630005,236.300003,2590000
2019-04-08,235.720001,236.279999,233.119995,236.270004,236.270004,2714500
2019-04-09,235.289993,237.250000,235.000000,235.910004,235.910004,2491300
2019-04-10,237.000000,237.949997,236.110001,237.059998,237.059998,1984200
2019-04-11,238.000000,238.000000,235.039993,236.039993,236.039993,1908200
2019-04-12,237.029999,239.000000,236.080002,238.830002,238.830002,3452100
2019-04-15,239.520004,239.860001,237.190002,239.149994,239.149994,3437500
2019-04-16,240.000000,240.970001,238.949997,240.089996,240.089996,2564300
2019-04-17,240.669998,241.240005,238.949997,241.000000,241.000000,2829200
2019-04-18,242.529999,242.649994,240.460007,240.889999,240.889999,3016800
2019-04-22,239.800003,243.139999,239.070007,243.050003,243.050003,2217700
2019-04-23,243.899994,244.500000,242.449997,243.490005,243.490005,3108400
2019-04-24,243.630005,246.080002,242.809998,245.289993,245.289993,3255200
2019-04-25,244.699997,246.850006,244.020004,245.610001,245.610001,3152400
2019-04-26,246.050003,247.149994,243.220001,246.679993,246.679993,3349300
2019-04-29,246.880005,248.210007,245.860001,247.130005,247.130005,3274900
2019-04-30,251.089996,257.429993,250.509995,254.240005,254.240005,7179600
2019-05-01,254.899994,256.250000,248.669998,248.750000,248.750000,5146000
2019-05-02,247.559998,248.270004,244.279999,247.190002,247.190002,4747300
2019-05-03,248.610001,249.850006,247.460007,247.949997,247.949997,3194200
2019-05-06,241.490005,249.080002,240.050003,248.639999,248.639999,3022000
2019-05-07,247.270004,247.729996,242.600006,245.059998,245.059998,4257500
2019-05-08,244.539993,247.550003,243.750000,245.330002,245.330002,3050700
2019-05-09,241.889999,245.529999,239.960007,245.309998,245.309998,3891000
2019-05-10,243.869995,248.720001,241.330002,247.429993,247.429993,2816200
2019-05-13,241.509995,243.910004,240.360001,241.380005,241.380005,4136900
2019-05-14,242.119995,247.440002,241.899994,245.940002,245.940002,3862100
2019-05-15,244.330002,251.039993,244.210007,249.149994,249.149994,4186900
2019-05-16,250.440002,255.149994,250.330002,253.419998,253.419998,4911900
2019-05-17,251.110001,254.289993,250.839996,252.550003,252.550003,3129800
2019-05-20,250.490005,254.389999,249.330002,253.490005,253.490005,2951500
2019-05-21,255.000000,255.949997,253.789993,255.360001,255.360001,2881600
2019-05-22,254.750000,258.859985,254.500000,256.899994,256.899994,2936000
2019-05-23,254.750000,255.699997,248.330002,249.729996,249.729996,5072500
2019-05-24,253.139999,253.369995,250.330002,251.479996,251.479996,2710800
